,,,Company Info,,,,,,,,,,,,Address,,,,Login Info,,BILLING,,,,,,,,ADMIN,,,,,,,,TECHNICAL,,,,,,,
643,587,SPARRSO,,Govt,Govt,admin@sparrso.gov.bd,,9113329,,,,,,2,Bangladesh,Dhaka,1207,"Mohakash Biggan Bhaban, Sher-e Bangla Nagar, Dhaka",,,"Chairman, SPARRSO",,admin@sparrso.gov.bd,9113329,8113080,Dhaka,1207,"Mohakash Biggan Bhaban, Sher-e Bangla Nagar, Dhaka","Chairman, SPARRSO",,admin@sparrso.gov.bd,9113329,8113080,Dhaka,1207,"Mohakash Biggan Bhaban, Sher-e Bangla Nagar, Dhaka",Md. Raquib Azam,,raquib2@yahoo.com,1715028746,8113080,Dhaka,1207,"Mohakash Biggan Bhaban, Sher-e Bangla Nagar, Dhaka"
644,865,PWD Medical College Division,,Govt,Govt,ee_dmc@pwd.gov.bd,,9333567,,,,,,1,Bangladesh,Dhaka,1000,"Segunbagicha, Dhaka-1000",,,Executive Engineer,,ee_dmc@pwd.gov.bd,9333567,,Dhaka,1000,"Segunbagicha, Dhaka-1000",Executive Engineer,,ee_dmc@pwd.gov.bd,9333567,,Dhaka,1000,"Segunbagicha, Dhaka-1000",Executive Engineer,,ee_dmc@pwd.gov.bd,9333567,,Dhaka,1000,"Segunbagicha, Dhaka-1000"
645,944,BTV Patuakhali Sub-Station,,Govt,Govt,patua.btv@gmail.com,,44162138,,,,,,2,Bangladesh,Patuakhali,,"BTV, Patuakhali Sub-Station",,,BTV Patuakhali Sub-Station,,patua.btv@gmail.com,44162138,44162646,Patuakhali,,"BTV, Patuakhali Sub-Station",BTV Patuakhali Sub-Station,,patua.btv@gmail.com,44162138,44162646,Patuakhali,,"BTV, Patuakhali Sub-Station",BTV Patuakhali Sub-Station,,patua.btv@gmail.com,44162138,44162646,Patuakhali,,"BTV, Patuakhali Sub-Station"
646,177,M/S Ayub Brothers Tannery Ltd.,www.ayubbrotherstannery.com,Private,Private,ayubbrotherstannery.com,,1711538044,,,300034,437331443281,01.02.1970,3,Bangladesh,Dhaka,1209,"143/1, Hazaribagh, Dhaka",,,Md. Monir Hossan,,ayubbrotherstannery.com,1711538044,,Dhaka,1209,"143/1, Hazaribagh, Dhaka",Md. Monir Hossan,,ayubbrotherstannery.com,1711538044,,Dhaka,1209,"143/1, Hazaribagh, Dhaka",Md. Monir Hossan,,ayubbrotherstannery.com,1711538044,,Dhaka,1209,"143/1, Hazaribagh, Dhaka"
647,815,"District jail, Sunamganj",www.prison.gov.bd,Govt.,government,jailsunamganj@yahoo.com,,87161173,,,,,,2,Bangladesh,Sunamganj,3100,"District jail, haluargaon, sunamganj",,,"Jail super,sunamganj",,jailsunamganj@yahoo.com,87161173,87161176,Sunamganj,3100,"District jail, haluargaon, sunamganj","Jail super,sunamganj",,jailsunamganj@yahoo.com,87161173,87161176,Sunamganj,3100,"District jail, haluargaon, sunamganj",#N/A,,jailsunamganj@yahoo.com,87161173,87161176,Sunamganj,3100,"District jail, haluargaon, sunamganj"
648,919,Office of the director (health),,Govt.,government,sdho@ld.dghs.gov.bd,,821840848,,,,,,2,Bangladesh,Sylhet,3100,"Divisional Office , Alampur, Sylhet.",,,Director,,sdho@ld.dghs.gov.bd,821840848,,Sylhet,3100,"Divisional Office , Alampur, Sylhet.",Director,,sdho@ld.dghs.gov.bd,821840848,,Sylhet,3100,"Divisional Office , Alampur, Sylhet.",Director,,sdho@ld.dghs.gov.bd,821840848,,Sylhet,3100,"Divisional Office , Alampur, Sylhet."
649,933,JSC atomstroyexport branch office in bangladesh,,Foreign,Foreign Org.,banglnpp@atomstroyexport.ru,,1944440524,,,,,,2,Bangladesh,Pabna,6620,"Rooppur NPP construction site, Kutir#3,banglakutir R/A,pakshi railway station,pabna-6620",,,JSC atomstroyexport branch office in bangladesh,,banglnpp@atomstroyexport.ru,1944440524,,Pabna,6620,"Rooppur NPP construction site, Kutir#3,banglakutir R/A,pakshi railway station,pabna-6620",Pavel vlasov (director),,banglnpp@atomstroyexport.ru,1944440524,,Pabna,6620,"Rooppur NPP construction site, Kutir#3,banglakutir R/A,pakshi railway station,pabna-6620",Dmitrii barkalov (head of the department),,d.barkalov@atomsproyexport.ru,1944440585,,Pabna,6620,"Rooppur NPP construction site, Kutir#3,banglakutir R/A,pakshi railway station,pabna-6620"
650,936,System solutions & development technologies limited,www.ssd-tech.com,Private,ISP,info@ssd-tech.com,,029882314 029892732,,,118701528309,5076,7/11/1974,4,Bangladesh,dhaka,1212,"Highway homes-2nd floor,Ka-32/6,shahjadpur progoti sharani,gulshan,dhaka-1212",,,Md.Mahfuzur rahman (asst manager accounts),,mahfuzur@ssd-tech.com,1730372926,,dhaka,1212,"Highway homes-2nd floor,Ka-32/6,shahjadpur progoti sharani,gulshan,dhaka-1212",Mahbubul matin (chaiman),,info@ssd-tech.com,029882314 029892732,,dhaka,1212,"Highway homes-2nd floor,Ka-32/6,shahjadpur progoti sharani,gulshan,dhaka-1212",Md. Amirul islam (manager core),,amirul@ssd-tech.com,1711853128,,dhaka,1212,"Highway homes-2nd floor,Ka-32/6,shahjadpur progoti sharani,gulshan,dhaka-1212"
651,,Bangladesh Telecmmunication Regulatory Commission (BTRC),www.btrc.gov.bd,Govt,Govt,taleb.hossain@btrc.gov.bd,,955489,,,,,,2,Bangladesh,Dhaka,1000,"IEB Bhaban, Raman, Dhaka-1000",,,BTRC,,info@btrc.gov.bd,7162277,9556677,Dhaka,1000,"IEB Bhaban, Raman, Dhaka-1000",M. A. Taleb Hossain,,taleb.hossain@btrc.gov.bd,955489,9556677,Dhaka,1000,"IEB Bhaban, Raman, Dhaka-1000",Md. Aminur Rahman,,imran@btrc.gov.bd,7162277,9556677,Dhaka,1000,"IEB Bhaban, Raman, Dhaka-1000"
652,444,Additional Deputy Commissioner ( REV),www.tangail.gov.bd,Govt,Govt,msultana2005@yahoo.com,,92162328,,,,,,2,Bangladesh,Tangial,1900,"Office of the Division Commssioner, Tangail",,,Munira Sultana,,msultana2005@yahoo.com,92162328,,Tangail,1900,"Office of the Division Commssioner, Tangail",Munira Sultana,,msultana2005@yahoo.com,92162328,,Tangail,1900,"Office of the Division Commssioner, Tangail",Md. Razibul Hasan,,hrazibul@yahoo.com,92162115,,Tangail,1900,"Office of the Division Commssioner, Tangail"
653,903,Pashchimanchal Gas Co. Ltd.,,Govt,Govt,gm.pnd@pgcl.org.bd,,75163818,,,,,,2,Bangladesh,Sirajganj,6700,"Head Office nalka, Sirajgonj",,,Md. Fazlur Rahman,,gm.pnd@pgcl.org.bd,75163818,,Sirajganj,6700,"Head Office nalka, Sirajgonj",Engr. Md. Mahbubul Hoque,,gm.pnd@pgcl.org.bd,75163818,,Sirajganj,6700,"Head Office nalka, Sirajgonj",Engr. Md. Shahjahan Al Mamun,,m.ict@pgcl.org.bd,1730357220,,Sirajganj,6700,"Head Office nalka, Sirajgonj"
654,645,Development of Infrastructure for IT Application,www.bcc.net.bd,Private,Private,ed@bcc.net.bd,,844046,,,,,,3,Bangladesh,Dhaka,1207,"BCC Bhaban, Agargaon, Dhaka",,,Dr. Jnanendra N Biswas,,ed@bcc.net.bd,844046,9124626,Dhaka,1207,"BCC Bhaban, Agargaon, Dhaka",Dr. Jnanendra N Biswas,,ed@bcc.net.bd,844046,9124626,Dhaka,1207,"BCC Bhaban, Agargaon, Dhaka",Engr. Tarique M. Barkatullah,,tarique.barkatullah@bcc.net.bd,28144785,9124626,Dhaka,1207,"BCC Bhaban, Agargaon, Dhaka"
655,305,Chittagong Veterinary & Animal sciences University (CVASU),,Govt.,Govt.,thzillur@yahoo.com,,31659093,,,,,,1,Bangladesh,Chittagong,4202,Chittagong Veterinary & Animal sciences University (CVASU),,,Md.Musfiqur Rahman,,Musfiqurrahman@hotmail.com,31659093,659620,Chittagong,4202,Chittagong Veterinary & Animal sciences University (CVASU),Shah Mohammad Zillur Rahman,,thzillur@yahoo.com,31659093,31659620,Chittagong,4202,Chittagong Veterinary & Animal sciences University (CVASU).,Md.Musfiqur Rahman,,Musfiqurrahman@hotmail.com,31659093,31639620,Chittagong,4202,Chittagong Veterinary & Animal sciences University (CVASU)
656,467,University of Barisal,www.barisaluniv.edu.bd,Govt.,Govt.,pr_monirulislam@yahoo.com,,"0431-2177431,01711182165",,,,,,1,Bangladesh,Barishal,8200,"Registrar, university of Barisal-8200",,,"Registrar, university of Barisal-8200",,infobarisaluniv.ac.bd,"0431-2177431,01711182165",0431-61827,Barishal,8200,"Registrar, university of Barisal-8200","Registrar, university of Barisal-8200",,pr_monirulislam@yahoo.com,"0431-2177431,01711182165",0431-61827,Barishal,8200,"Registrar, university of Barisal-8200","Registrar, university of Barisal-8200",,www.barisaluniv.edu.bd,"0431-2177431,01711182165",0431-61827,Barishal,8200,"Registrar, university of Barisal-8200"
657,439,"Accountant, Rangamati Medical College,Rangamati",,Govt.,Govt.,rangamatimc@acdghs.gov.bd,,0351-63819,,,,,,1,Bangladesh,Rangamati,4500,"Accountant Rangamati Medical College,Rangamati,",,,"Bishnu podo Dutta, Accountant",,,1714490084,,Rangamati,4500,"Accountant Rangamati Medical College,Rangamati,","Tipu Sultan,Pricipal Rangamati Medical College,Rangamati",,rangamatimc@acdghs.gov.bd,0351-63819,3516317,Rangamati,4500,"Accountant Rangamati Medical College,Rangamati,","Mashur Rahaman, ofice Secretray Rangamati mediacl college",,mashiurrhman0011@yahoo.com,"171,569,471,401,556,000,000",3516317,Rangamati,4500,"Accountant Rangamati Medical College,Rangamati,"
658,505,National University,,Govt.,Govt.,registrar@nu.edu.bd,,9291016,,,,,,1,Bangladesh,Gazipur,1704,"Board Bazar, gazipur",,,Registrar,,registrar@nu.edu.bd,9291016,9291037,Gazipur,1704,"Board Bazar, gazipur",Registrar,,registrar@nu.edu.bd,9291016,9291037,Gazipur,1704,"Board Bazar, gazipur","Md. Monminul Islam, Md. Abdullah Yusuf Imam",,"mmislam_momin@yahoo.com, fuad_cuet_cse@yahoo.com","9291071, 01720674190",,Gazipur,1704,"Board Bazar, gazipur"
659,479,Pabna Seience & Technology University,www.pust.ac.bd,Govt.,Govt.,ddfa.pust@gmail.com,,73166742,,,,,,1,Bangladesh,Pabna,6600,"Rajapur, Pabna",,,"Shahan sha, Deputy Director, Accounts",,ddfa.pust@gmail.com,73166742,73165173,Pabna,6600,"Rajapur, Pabna","Shahan sha, Deputy Director, Accounts",,ddfa.pust@gmail.com,73166742,73165173,Pabna,6600,"Rajapur, Pabna",PUST Digital Library,,ddfa.pust@gmail.com,73166742,73165173,Pabna,6600,"Rajapur, Pabna"
660,482,"Regional Resource Center Mymenshing,Bangladesh Open University",,Govt.,Govt.,regi@bou.edu.bd,,9291120,,,,,,1,Bangladesh,Gazipur,1705,"Regional Resource Center Mymenshing,Bangladesh Open University, Gazipur",,,"Ahmed Selim, Regional Director",,regi@bou.edu.bd,9291120,9291130,Gazipur,1705,"Regional Resource Center Mymenshing,Bangladesh Open University, Gazipur","Ahmed Selim, Regional Director",,regi@bou.edu.bd,9291120,9291130,Gazipur,1705,"Regional Resource Center Mymenshing,Bangladesh Open University, Gazipur","Abu Nasar Mahmud, Director",,nasar@bou.edu.bd,9291120,9291130,Gazipur,1705,"Regional Resource Center Mymenshing,Bangladesh Open University, Gazipur"
661,649,"Islamic University, Kushtia",,Govt.,Govt.,mmrmathsiubd@gmail.com,,7162202,,,,,,1,Bangladesh,Kushtia,7003,"Islamic University,Kushtia, Kushtia",,,Prof.Dr. Md.Shahjahan Ali,,aliaciu@yahoo.com,7162202,7162399,Kushtia,7003,"Islamic University,Kushtia, Kushtia",Prof.Dr. Md.Shahjahan Ali,,mmrmathsiubd@gmail.com,7162202,7162399,Kushtia,7003,"Islamic University,Kushtia, Kushtia",Mohammad Mijanur Rahman,,mmrmathsiubd@gmail.com,7162202,7162399,Kushtia,7003,"Islamic University,Kushtia, Kushtia"
662,542,Bangabandhu Sheikh Mujibur Rahman Science & technology University,,Govt.,Govt.,www.bsmrstu.edu.bd,,26682257,,,,,,1,Bangladesh,Gopalganj,8100,"Bangabandhu Sheikh Mujibur Rahman Science & technology University, Gopalganj",,,Bangabandhu Sheikh Mujibur Rahman Science & technology University,,www.bsmrstu.edu.bd,26682257,26682173,Gopalganj,8100,"Bangabandhu Sheikh Mujibur Rahman Science & technology University, Gopalganj",Bangabandhu Sheikh Mujibur Rahman Science & technology University,,www.bsmrstu.edu.bd,26682257,26682173,Gopalganj,8100,"Bangabandhu Sheikh Mujibur Rahman Science & technology University, Gopalganj",Bangabandhu Sheikh Mujibur Rahman Science & technology University,,www.bsmrstu.edu.bd,26682257,26682173,Gopalganj,8100,"Bangabandhu Sheikh Mujibur Rahman Science & technology University, Gopalganj"
663,543,Jessore science & Technology university,,Govt.,Govt.,,,42161333,,,,,,1,Bangladesh,Jesore,7408,"Jessore science & Technology university, Jesore",,,Md.Nurzzaman,,,42161333,42161199,Jesore,7408,"Jessore science & Technology university, Jesore",Md.Nurzzaman,,,42161333,42161199,Jesore,7408,"Jessore science & Technology university, Jesore",Md.Arif Rahman,,arif.rah@gmail.com,1717283829,,Jesore,7408,"Jessore science & Technology university, Jesore"
664,146,Chittagong Online Ltd. Chittagong,www.colbd.com,Private,ISP,info@colbd.com,,31714447,,,,178199,,2,Bangladesh,Chittagong,4100,"IIUC Tower(4th Floor),1700/A,Plot:09,SK Mojib Road,Agrabad Commercial Area, Chittagong",,,"Tahmid Anwar,CEO",,ceo@colbd.com,"3,171,444,701,970,120,000",,Chittagong,4100,"IIUC Tower(4th Floor),1700/A,Plot:09,SK Mojib Road,Agrabad Commercial Area, Chittagong","Tahmid Anwar,CEO",,ceo@colbd.com,31714447,,Chittagong,4100,"IIUC Tower(4th Floor),1700/A,Plot:09,SK Mojib Road,Agrabad Commercial Area, Chittagong","Md.Mohashin Khan, Sr. Manager,Network Engg And ops",,mohashin@colbd.com,"3,171,444,701,847,200,000",,Chittagong,4100,"IIUC Tower(4th Floor),1700/A,Plot:09,SK Mojib Road,Agrabad Commercial Area, Chittagong"
665,319,Bangladesh Computer Council (BCC),www.bcc.net.bd,Others,Others,bcc@bcc.net.bd,,8144046,,,,,,2,Bangladesh,Dhaka,1207,"ICT Division, BCC Bhaban, Agargaon, Sher-e Bangla Nagar",,,Nasir Uddin ahmed,,bcc@bcc.net.bd,8144046,9124626,Dhaka,1207,"ICT Division, BCC Bhaban, Agargaon, Sher-e Bangla Nagar",Nasir Uddin ahmed,,bcc@bcc.net.bd,8144046,9124626,Dhaka,1207,"ICT Division, BCC Bhaban, Agargaon, Sher-e Bangla Nagar",Md. Jakir Hossain,,md.hossain@ztc.com.cn,1914004348,9124626,Dhaka,1207,"ICT Division, BCC Bhaban, Agargaon, Sher-e Bangla Nagar"
666,365,City PWD division,,Govt.,Govt.,ee_city@pwd.gov.bd,,9550663 9561924,,,,,,2,Bangladesh,Dhaka,1000,"15, abdul goni road dhaka-1000",,,Executive engineer,,ee_city@pwd.gov.bd,9550663 9561924,,Dhaka,1000,"15, abdul goni road dhaka-1000",Executive engineer,,ee_city@pwd.gov.bd,9550663 9561924,,Dhaka,1000,"15, abdul goni road dhaka-1000",Md. Masum billah (AE),,ae1_city@pwd.gov.bd,01771181481 9561924,,Dhaka,1000,"15, abdul goni road dhaka-1000"
667,359,Dhaka PWD division-1,,Govt.,government,ee_dkh1@pwd.gov.bd,,9558221,,,,,,2,Bangladesh,Dhaka,1000,"15, abdul goni road dhaka-1000",,,Shanka kumar malo (Executive engineer),,ee.dkh1@pwd.gov.bd,9558221,,Dhaka,1000,"15, abdul goni road dhaka-1000",Executive engineer,,ee_dkh1@pwd.gov.bd,9558221,,Dhaka,1000,"15, abdul goni road dhaka-1000",Md. Faridul islam (office asst.),,md.faridulislam140973@gmail.com,01711168897 01552634016,,Dhaka,1000,"15, abdul goni road dhaka-1000"
668,490,Public Works Department,,Govt,Govt,acc_syl@pwd.gov.bd,,726064,,,,,,2,Bangladesh,Sylhet,3100,"Taltola, Sylhet",,,Addiional Chife Engr.,,acc_syl@pwd.gov.bd,726064,710091,Sylhet,3100,"Taltola, Sylhet",Addiional Chife Engr.,,acc_syl@pwd.gov.bd,726064,710091,Sylhet,3100,"Taltola, Sylhet",Saiful Islam,,saiful.sylhet@gmail.com,726064,710091,Sylhet,3100,"Taltola, Sylhet"
669,901,SBN PWD Division-2,,Govt,Govt,ee_sbd2@pwd.gov.bd,,9110422,,,,,,2,Bangladesh,Dhaka,1207,"Sher-e Bangla Nagar PWD Divvision-2, Dhaka-1207",,,Executive Engineer,,ee_sbd2@pwd.gov.bd,9110422,,Dhaka,1207,"Sher-e Bangla Nagar PWD Divvision-2, Dhaka-1207",Md. Rokon Uddin,,ee_sbd2@pwd.gov.bd,9110422,,Dhaka,1207,"Sher-e Bangla Nagar PWD Divvision-2, Dhaka-1207",Executive Engineer,,ee_sbd2@pwd.gov.bd,9110422,,Dhaka,1207,"Sher-e Bangla Nagar PWD Divvision-2, Dhaka-1207"
670,650,Bangladesh Metorological Department,www.bmd.gov.bd,Govt,Govt,info@bmd.gov.bd,,8116634,,,,,,2,Bangladesh,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",,,Arjumand Habib,,info@bmd.gov.bd,8116634,818230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",Arjumand Habib,,info@bmd.gov.bd,8116634,818230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",Abdul Matin,,amatin2004@yahoo.com,8116634,818230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207"
671,474,"PWD Division, Rangpur",www.pwd.gov.bd,Govt,Govt,ee_rngpr@pwd.gov.bd,,52162124,,,,,,2,Bangladesh,Rangpur,5400,"PWD Division, Rangpur",,,Executive Engineer,,ee_rngpr@pwd.gov.bd,52162124,52162124,Rangpur,5400,"PWD Division, Rangpur",Md. Abdul Goffar,,ee_rngpr@pwd.gov.bd,52162124,52162124,Rangpur,5400,"PWD Division, Rangpur",Abdullah-Al Mamun,,mamun042045sw@gmail.com,52163332,52162124,Rangpur,5400,"PWD Division, Rangpur"
672,274,Office of the Superintendent of Police,,Govt,Govt,spfaridpur@police.gov.bd,,63163077,,,,,,2,Bangladesh,Faridpur,,"Office of the Superintendent of Police, Faridpur",,,SP Faridpur,,spfaridpur@police.gov.bd,63163077,,Faridpur,,"Office of the Superintendent of Police, Faridpur",SP Faridpur,,spfaridpur@police.gov.bd,63163077,,Faridpur,,"Office of the Superintendent of Police, Faridpur",SP Faridpur,,spfaridpur@police.gov.bd,63163077,,Faridpur,,"Office of the Superintendent of Police, Faridpur"
673,272,Office of the Superintendent of Police,,Govt,Govt,sptangail@police.gov.bd,,92161144,,,,,,2,Bangladesh,Tangail,1900,"Office of the Superintendent of Police, Tangail",,,SP Tangail,,sptangail@police.gov.bd,92161144,92162699,Tangail,1900,"Office of the Superintendent of Police, Tangail",Saleh Md. Tanvir,,sptangail@police.gov.bd,92161144,92162699,Tangail,1900,"Office of the Superintendent of Police, Tangail",SP Tangail,,sptangail@police.gov.bd,92161144,92162699,Tangail,1900,"Office of the Superintendent of Police, Tangail"
674,847,Insaf barakah kidney & general hospital ltd.,,others,others,bkidney_77@yahoo.com,,1978098083,,,,,,3,Bangladesh,Dhaka,1217,"11 shahid tajuddin ahmed sharoni, mogbazar dhaka-1217",,,A.Kaum al foysal(AGM),,bkidney_77@yahoo.com,1978098083,,Dhaka,1217,"11 shahid tajuddin ahmed sharoni, mogbazar dhaka-1217","Md.Altaf hossain, deputy managing director",,bkidney_77@yahoo.com,1978098083,,Dhaka,1217,"11 shahid tajuddin ahmed sharoni, mogbazar dhaka-1217",Md.Nazim uddin (IT executive),,bkidney_77@yahoo.com,1978098089,,Dhaka,1217,"11 shahid tajuddin ahmed sharoni, mogbazar dhaka-1217"
675,268,"Police super (admin and support service), office of the DIG river police",,Govt.,government,digrvp@police.gov.bd,,9022213,,,,,,2,Bangladesh,Dhaka,1216,"334/10, ahmed nagar,paikpara,mirpur-1,dhaka-1216",,,"Md.atiqur rahman (police supper,A&S)",,digrvp@police.gov.bd,9022213,9022300,Dhaka,1216,"334/10, ahmed nagar,paikpara,mirpur-1,dhaka-1216","Md.atiqur rahman (police supper,A&S)",,digrvp@police.gov.bd,9022213,9022300,Dhaka,1216,"334/10, ahmed nagar,paikpara,mirpur-1,dhaka-1216",Mohammed mokhlesur rahman ppm (aditional sp),,digrvp@police.gov.bd,9022701,9022300,Dhaka,1216,"334/10, ahmed nagar,paikpara,mirpur-1,dhaka-1216"
676,508,Zilla parishad kurigram,www.zpkurigram.gov.bd,Govt.,government,sec@3pkurigram.gov.bd,,58161649,,,,,,2,Bangladesh,Kurigram,5600,Zilla parishad kurigram,,,Chief executive officer,,sec@3pkurigram.gov.bd,58161649,58161468,Kurigram,5600,Zilla parishad kurigram,Chief executive officer,,sec@3pkurigram.gov.bd,58161649,58161468,Kurigram,5600,Zilla parishad kurigram,Assistant engineer,,ae@3pkurigram.gov.bd,58151390,58161468,Kurigram,5600,Zilla parishad kurigram
677,232,Zilla parishad manikganj,www.zpmanikganj.com,Govt.,government,ceo.zpmanikganj@gmail.com,,27710668,,,,,,2,Bangladesh,Manikganj,1800,zilla parishad manikganj,,,Chief executive officer,,ceo.zpmanikganj@gmail.com,27710332,27710668,Manikganj,1800,zilla parishad manikganj,Md.Jahangir hossain (CEO),,ceo.zpmanikganj@gmail.com,27710668,27710668,Manikganj,1800,zilla parishad manikganj,Md.mojammel haque (AE),,ceo.zpmanikganj@gmail.com,27711005,27710668,Manikganj,1800,zilla parishad manikganj
678,235,Feni Pourashava,,Govt.,government,fenipourashava@gmail.com,,1914535561,,,,,,2,Bangladesh,Feni,,"Feni pourashava, feni",,,Md.Nojim uddin (account officer),,fenipourashava@gmail.com,1914535561,,Feni,,"Feni pourashava, feni","Haju Alauddin (mayor,feni)",,fenipourashava@gmail.com,1914535561,,Feni,,"Feni pourashava, feni",Muhammad jeran miah (SAE),,muhammadhiranmiah@yahoo.com,1816547740,,Feni,,"Feni pourashava, feni"
679,341,"Upazilla Parishad, Thakurgaon sadar",,Govt.,government,unothakurgaonsadar@mopa.gov.bd,,56161500,,,,,,2,Bangladesh,Thakurgaon,5100,"Upazilla paraishad,thakurgaon sadar",,,UNO Thakurgaon sadar,,unothakurgaonsadar@mopa.gov.bd,56161500,56161988,Thakurgaon,5100,"Upazilla paraishad,thakurgaon sadar",Mohammad golam azam (UNO),,unothakurgaonsadar@mopa.gov.bd,56161500,56161988,Thakurgaon,5100,"Upazilla paraishad,thakurgaon sadar",UNO Thakurgaon sadar,,unothakurgaonsadar@mopa.gov.bd,56161500,56161988,Thakurgaon,5100,"Upazilla paraishad,thakurgaon sadar"
680,452,"Zilla parishad,Feni",www.zpfeni.gov.bd,Govt.,government,ceo@zpfeni.gov.bd,,33161401,,,,,,2,Bangladesh,Feni,3900,"Zilla parishad feni, mizan road",,,CEO Zilla parishad,,ceo@zpfeni.gov.bd,33161401,33173674,Feni,3900,"Zilla parishad feni, mizan road",CEO Zilla parishad,,ceo@zpfeni.gov.bd,33161401,33173674,Feni,3900,"Zilla parishad feni, mizan road",CEO Zilla parishad,,ceo@zpfeni.gov.bd,33161401,33173674,Feni,3900,"Zilla parishad feni, mizan road"
681,411,"Zilla parishad, pabna",,Govt.,government,zppabna@gmail.com,,73162165,,,,,,2,Bangladesh,Pabna,6600,"Zilla parishad, Pabna",,,"CEO Zilla parishad, pabna",,zppabna@gmail.com,73162165,73166069,Pabna,6600,"Zilla parishad, Pabna","CEO Zilla parishad, pabna",,zppabna@gmail.com,73162165,,Pabna,6600,"Zilla parishad, Pabna","CEO Zilla parishad, pabna",,zppabna@gmail.com,73162165,,Pabna,6600,"Zilla parishad, Pabna"
682,277,"DIG, Barishal range",www.police.gov.bd,Govt.,government,digbarishal@police.gov.bd,,43163574,,,,,,2,Bangladesh,barishal,8200,"DIG office kashipur, barishal-8200",,,Md. Humain kabir (DIG barishal renge),,digbarishal@police.gov.bd,43163574,43165150,barishal,8200,"DIG office kashipur, barishal-8200",Md. Humain kabir (DIG barishal renge),,digbarishal@police.gov.bd,43163574,43165150,barishal,8200,"DIG office kashipur, barishal-8200",Md. Fazlul karim (ASP),,digbarishal@police.gov.bd,43162660,43165150,barishal,8200,"DIG office kashipur, barishal-8200"
683,935,Bangladesh police (Aditional sp),,Govt.,government,spnoakhali@police.gov.bd,,32161123,,,,,,2,Bangladesh,Noakhali,,SP office noakhali,,,A.K.M Jahirul islam (aditional sp),,spnoakhali@police.gov.bd,1713373743,,Noakhali,,SP office noakhali,Md. Elias sharif (SP),,spnoakhali@police.gov.bd,32161123,,Noakhali,,SP office noakhali,A.K.M Jahirul islam (aditional sp),,spnoakhali@police.gov.bd,32161123,,Noakhali,,SP office noakhali
684,898,"Police super , Natore",,Govt.,government,,,077166731 077162328,,,,,,2,Bangladesh,Natore,6400,"Police super office, natore",,,"Police super, natore",,,077166731 077162328,,Natore,6400,"Police super office, natore","Police super, natore",,,077166731 077162328,,Natore,6400,"Police super office, natore","Police super, natore",,,077166731 077162328,,Natore,6400,"Police super office, natore"
685,466,"Bangladesh judicial service, district judge court, rajshahi",,Govt.,government,,,1713926290,,,,,,2,Bangladesh,Rajshahi,,"District judge court, Rajshahi",,,Md. Golam kabir (joint district and session judge),,,1713925290,,Rajshahi,,"District judge court, Rajshahi",Md. Golam kabir (joint district and session judge),,,1713926290,,Rajshahi,,"District judge court, Rajshahi",Md. Golam kabir (joint district and session judge),,,1713926290,,Rajshahi,,"District judge court, Rajshahi"
686,422,"District judge court, bogra",,Govt.,government,,,5166549,,,,,,2,Bangladesh,bogra,5800,"District judge court,bogra",,,"District judge court, bogra",,,5166549,,bogra,5800,"District judge court,bogra","District judge court, bogra",,,5166549,,bogra,5800,"District judge court,bogra","District judge court, bogra",,,5166549,,bogra,5800,"District judge court,bogra"
